BIO_1,tarantula aggressive floating point machine targeted technical scientific bioinformatics workload originally planned followon candidate ev processor tarantula add ev core vector unit capable doubleprecision flop per cycle vector unit fetch data directly mbyte second level cache peak bandwidth sixty four bit value per cycle whole chip backed memory controller capable delivering gbytess raw bandwidth tarantula extends alpha isa vector instruction operate architectural state salient feature architecture implementation fully integrates virtualmemory cachecoherent system without change coherency protocol provides high bandwidth nonunit stride memory access support gatherscatter instruction efficiently fully integrates ev core narrow streamlined interface rather acting coprocessor achieve peak operation per cycle achieves excellent realcomputation per transistor per watt ratio detailed simulation show tarantula achieves average speedup x ev peak speedup term flop x furthermore performance gatherscatter intensive benchmark radix sort also remarkable speedup almost x ev sustained operation per cycle several benchmark exceed operation per cycle ,5
BIO_2,network biological component common life science annotation network experimental data biological knowledge give rise rich though generally incomplete semantics real biological phenomenon one tool investigating network microarray technology modern window pattern gene expression cell current bioinformatics gene expression data address mechanism underlying successful response drought stress plant naturally lead problem involving biological network biological context precedes discussion problem ,5
BIO_3,microarray experiment variety systematic error affect measured gene expression level although number algorithm proposed normalization different type cdna microarray data encountered many difficulty due complex nonlinear source systematic error case nonlinear normalization method great potential deal difficult problem first proposes nonlinear method normalization ie neural network normalization n approach cdna microarray experiment community bioinformatics utilizing instinctive nonlinear processing ability neural network n able balance complex nonlinear dependence two different dyed channel cdna microarray experiment way obtain much better normalization performance cdna microarray data current existing approach several experiment conducted illustrate validation proposed method detail ,5
BIO_4,multiple sequence alignment msa crucial bioinformatics extended previous evolutionary algorithm ea msa solution obtained wellknown clustal v algorithm candidate solution seed initial ea population result clearly show ea improve result clustal v significantly marginal computational effort ,5
BIO_5,complex question analysis posed biologist well erse data resource develop require fusion evidence different independently developed heterogeneous resource web enabler interoperability excellent mechanism data publication transportation successful exchange integration information however depends shared language communication terminology shared understanding data mean ontology without kind understanding semantic heterogeneity remains problem human machine one mean dealing heterogeneity bioinformatics resource terminology founded upon ontology bioinformatics resource tend rich human readable understandable annotation resource terminology resource machine readable machine understandable ontology role increasing machine understanding reducing semantic heterogeneity resource thus promoting flexible reliable interoperation bioinformatics resource describes solution derived semantic web machine understandable worldwide web www ontology inference layer oil solution semantic bioinformatics resource nature heterogeneity problem presented description metadata domain ontology used alleviate problem companion issue give example development bioontology oil ,5
BIO_6,describes initial stage building ontology bioinformatics molecular biology conceptualization encoded ontology inference layer oil knowledge representation language combine modeling style framebased system expressiveness reasoning power description logic dl second pair special issue first described core oil language need ontology deliver semantic bioinformatics resource early stage building ontology component bioinformatics resource querying application described ontology tao hold information molecular biology represented bioinformatics resource bioinformatics task performed resource therefore represents metadata resource application query also manages terminology used constructing query plan used retrieve instance external resource methodology used capitalizes upon feature oilthe conceptualization afforded framebased view oil syntax expressive power reasoning logical formalism ability encode handcrafted hierarchy concept well defining concept term property used establish classification infer relationship encoded ontologist ability form basis methodology described portion tao basic framework concept asserted ontologist property concept defined ontologist logic reasoning power used reclassify infer relationship cycle elaboration refinement iterated portion ontology satisfactory ontology created ,5
BIO_7,several important recent breakthrough help accelerate development emerging field bioinformatics example u department energy creating nationwide grid let geographically dispersed scientist share computing datastorage resource bioinformatics type research involving complex calculation large datasets ,5
BIO_8,explores bioinformaticsbased modeling immunological instability develop algorithm analyzing stabilityinstability property complex system developed technique induce transition physical biological engineering system case analyze phenomenon tumor destabilization spontaneous biological regression malignant focuslymphocyte interactive system stochastic noise analysis model highdimensional collective oscillation nonlinear element nonautonomous system oscillationinduced phase transition lowand highdimensional state associated nonlinear immunodynamical phenomenon nonequilibrial destabilization malignant tumor analyzed term prigogineglansdorff stability theorem dynamical system theory ,5
BIO_9,fusing computing biology expertise bioinformatics software provides powerful tool organizing mining vast amount data genetics researcher accumulating life scientist computational scientist interact create useful bioinformatics software system several theme lesson recur identify seven theme nature biological data data storage analysis retrieval computational modeling simulation biologically meaningful information integration data mining image processing visualization closing loop ,5
BIO_10,genomic information understand complex organism requires comprehensive knowledge dynamic phenotype generation maintenance phenotype result selective expression genome creating history cell response extracellular environment defining cell phenomes requires tracking kinetics quantity multiple constituent protein cellular context morphological feature large population considers biosig imaging bioinformatic system characterizing phenomics answer challenge biosig approach microscopy quantitative image analysis help build detailed picture signaling occurs cell response exogenous stimulus radiation consequence endogenous program leading biological function system provides data model capturing experimental annotation variable computational technique summarizing large number image distributed architecture facilitates distant collaboration ,5
